Month,Region,Service Line,Payer,Facility Type,Visits,Cost,Readmissions
Jul,North America,Telehealth,Medicare,Outpatient Center,18637,539,603
Jul,North America,Telehealth,Medicaid,Hospital,20806,552,837
Jul,North America,Telehealth,Medicaid,Clinic,17954,453,570
Jul,North America,Telehealth,Medicaid,Outpatient Center,19391,487,620
Jul,North America,Imaging,Commercial,Hospital,12457,850,606
Jul,North America,Imaging,Commercial,Clinic,10749,697,413
Jul,North America,Imaging,Commercial,Outpatient Center,11610,749,449
Jul,North America,Imaging,Medicare,Hospital,11738,875,696
Jul,North America,Imaging,Medicare,Clinic,10129,717,474
Jul,North America,Imaging,Medicare,Outpatient Center,10939,771,516
Jul,North America,Imaging,Medicaid,Hospital,12213,789,716
Jul,North America,Imaging,Medicaid,Clinic,10537,648,487
Jul,North America,Imaging,Medicaid,Outpatient Center,11380,696,531
Jul,North America,Cardiology,Commercial,Hospital,11794,911,1184
Jul,North America,Cardiology,Commercial,Clinic,10176,747,806
Jul,North America,Cardiology,Commercial,Outpatient Center,10990,804,878
Jul,North America,Cardiology,Medicare,Hospital,11112,938,1361
Jul,North America,Cardiology,Medicare,Clinic,9587,769,927
Jul,North America,Cardiology,Medicare,Outpatient Center,10353,827,1009
Jul,North America,Cardiology,Medicaid,Hospital,11560,847,1398
Jul,North America,Cardiology,Medicaid,Clinic,9973,694,952
Jul,North America,Cardiology,Medicaid,Outpatient Center,10769,746,1037
Jul,North America,Emergency Care,Commercial,Hospital,23252,763,1277
Jul,North America,Emergency Care,Commercial,Clinic,20060,626,870
Jul,North America,Emergency Care,Commercial,Outpatient Center,21662,672,947
Jul,North America,Emergency Care,Medicare,Hospital,21904,785,1467
Jul,North America,Emergency Care,Medicare,Clinic,18896,644,999
Jul,North America,Emergency Care,Medicare,Outpatient Center,20404,692,1088
Jul,North America,Emergency Care,Medicaid,Hospital,22783,708,1508
Jul,North America,Emergency Care,Medicaid,Clinic,19653,581,1027
Jul,North America,Emergency Care,Medicaid,Outpatient Center,21221,624,1118
Jul,Europe,Telehealth,Commercial,Hospital,19344,546,590
Jul,Europe,Telehealth,Commercial,Clinic,16692,448,402
Jul,Europe,Telehealth,Commercial,Outpatient Center,18028,482,438
Jul,Europe,Telehealth,Medicare,Hospital,18228,563,678
Jul,Europe,Telehealth,Medicare,Clinic,15727,461,462
Jul,Europe,Telehealth,Medicare,Outpatient Center,16986,496,503
Jul,Europe,Telehealth,Medicaid,Hospital,18964,508,697
Jul,Europe,Telehealth,Medicaid,Clinic,16362,417,475
Jul,Europe,Telehealth,Medicaid,Outpatient Center,17670,448,517
Jul,Europe,Imaging,Commercial,Hospital,11355,782,505
Jul,Europe,Imaging,Commercial,Clinic,9797,641,344
Jul,Europe,Imaging,Commercial,Outpatient Center,10580,690,375
Jul,Europe,Imaging,Medicare,Hospital,10698,805,580
Jul,Europe,Imaging,Medicare,Clinic,9230,660,395
Jul,Europe,Imaging,Medicare,Outpatient Center,9967,710,430
Jul,Europe,Imaging,Medicaid,Hospital,11129,726,597
Jul,Europe,Imaging,Medicaid,Clinic,9601,596,406
Jul,Europe,Imaging,Medicaid,Outpatient Center,10367,640,442
Jul,Europe,Cardiology,Commercial,Hospital,10748,838,987
Jul,Europe,Cardiology,Commercial,Clinic,9272,688,672
Jul,Europe,Cardiology,Commercial,Outpatient Center,10013,739,732
Jul,Europe,Cardiology,Medicare,Hospital,10124,863,1134
Jul,Europe,Cardiology,Medicare,Clinic,8734,708,772
Jul,Europe,Cardiology,Medicare,Outpatient Center,9431,761,841
Jul,Europe,Cardiology,Medicaid,Hospital,10530,779,1165
Jul,Europe,Cardiology,Medicaid,Clinic,9084,639,794
Jul,Europe,Cardiology,Medicaid,Outpatient Center,9808,686,864
Jul,Europe,Emergency Care,Commercial,Hospital,21183,702,1064
Jul,Europe,Emergency Care,Commercial,Clinic,18273,575,725
Jul,Europe,Emergency Care,Commercial,Outpatient Center,19731,618,789
Jul,Europe,Emergency Care,Medicare,Hospital,19952,722,1222
Jul,Europe,Emergency Care,Medicare,Clinic,17210,592,833
Jul,Europe,Emergency Care,Medicare,Outpatient Center,18582,636,906
Jul,Europe,Emergency Care,Medicaid,Hospital,20749,651,1256
Jul,Europe,Emergency Care,Medicaid,Clinic,17897,534,856
Jul,Europe,Emergency Care,Medicaid,Outpatient Center,19322,574,931
Jul,APAC,Telehealth,Commercial,Hospital,24665,509,654
Jul,APAC,Telehealth,Commercial,Clinic,21281,418,445
Jul,APAC,Telehealth,Commercial,Outpatient Center,22982,449,485
Jul,APAC,Telehealth,Medicare,Hospital,23237,524,751
Jul,APAC,Telehealth,Medicare,Clinic,20048,430,512
Jul,APAC,Telehealth,Medicare,Outpatient Center,21649,462,557
Jul,APAC,Telehealth,Medicaid,Hospital,24172,473,772
Jul,APAC,Telehealth,Medicaid,Clinic,20853,388,526
Jul,APAC,Telehealth,Medicaid,Outpatient Center,22517,417,573
Jul,APAC,Imaging,Commercial,Hospital,14474,728,560
Jul,APAC,Imaging,Commercial,Clinic,12487,597,381
Jul,APAC,Imaging,Commercial,Outpatient Center,13484,642,415
Jul,APAC,Imaging,Medicare,Hospital,13635,749,643
Jul,APAC,Imaging,Medicare,Clinic,11762,614,438
Jul,APAC,Imaging,Medicare,Outpatient Center,12700,661,477
Jul,APAC,Imaging,Medicaid,Hospital,14181,676,661
Jul,APAC,Imaging,Medicaid,Clinic,12233,555,450
Jul,APAC,Imaging,Medicaid,Outpatient Center,13208,596,490
Jul,APAC,Cardiology,Commercial,Hospital,13697,781,1093
Jul,APAC,Cardiology,Commercial,Clinic,11815,640,744
Jul,APAC,Cardiology,Commercial,Outpatient Center,12757,688,810
Jul,APAC,Cardiology,Medicare,Hospital,12900,803,1256
Jul,APAC,Cardiology,Medicare,Clinic,11128,659,855
Jul,APAC,Cardiology,Medicare,Outpatient Center,12014,708,931
Jul,APAC,Cardiology,Medicaid,Hospital,13416,725,1291
Jul,APAC,Cardiology,Medicaid,Clinic,11571,594,879
Jul,APAC,Cardiology,Medicaid,Outpatient Center,12493,639,957
Jul,APAC,Emergency Care,Commercial,Hospital,26988,653,1179
Jul,APAC,Emergency Care,Commercial,Clinic,23279,535,803
Jul,APAC,Emergency Care,Commercial,Outpatient Center,25132,576,874
Jul,APAC,Emergency Care,Medicare,Hospital,25416,672,1354
Jul,APAC,Emergency Care,Medicare,Clinic,21921,551,922
Jul,APAC,Emergency Care,Medicare,Outpatient Center,23666,592,1004
Jul,APAC,Emergency Care,Medicaid,Hospital,26428,606,1392
Jul,APAC,Emergency Care,Medicaid,Clinic,22793,497,948
Jul,APAC,Emergency Care,Medicaid,Outpatient Center,24605,534,1032
Jul,Latin America,Telehealth,Commercial,Hospital,15533,374,436
Jul,Latin America,Telehealth,Commercial,Clinic,13400,306,297
Jul,Latin America,Telehealth,Commercial,Outpatient Center,14470,329,323
Jul,Latin America,Telehealth,Medicare,Hospital,14632,384,501
Jul,Latin America,Telehealth,Medicare,Clinic,12622,315,341
Jul,Latin America,Telehealth,Medicare,Outpatient Center,13629,339,371
Jul,Latin America,Telehealth,Medicaid,Hospital,15218,347,515
Jul,Latin America,Telehealth,Medicaid,Clinic,13127,284,351
Jul,Latin America,Telehealth,Medicaid,Outpatient Center,14173,306,382
Jul,Latin America,Imaging,Commercial,Hospital,9113,534,373
Jul,Latin America,Imaging,Commercial,Clinic,7861,438,254
Jul,Latin America,Imaging,Commercial,Outpatient Center,8488,471,277
Jul,Latin America,Imaging,Medicare,Hospital,8583,550,429
Jul,Latin America,Imaging,Medicare,Clinic,7403,451,292
Jul,Latin America,Imaging,Medicare,Outpatient Center,7993,484,318
Jul,Latin America,Imaging,Medicaid,Hospital,8926,496,440
Jul,Latin America,Imaging,Medicaid,Clinic,7699,407,300
Jul,Latin America,Imaging,Medicaid,Outpatient Center,8311,437,327
Jul,Latin America,Cardiology,Commercial,Hospital,8621,573,729
Jul,Latin America,Cardiology,Commercial,Clinic,7436,469,496
Jul,Latin America,Cardiology,Commercial,Outpatient Center,8028,505,540
Jul,Latin America,Cardiology,Medicare,Hospital,8119,589,837
Jul,Latin America,Cardiology,Medicare,Clinic,7002,483,570
Jul,Latin America,Cardiology,Medicare,Outpatient Center,7560,519,621
Jul,Latin America,Cardiology,Medicaid,Hospital,8442,531,860
Jul,Latin America,Cardiology,Medicaid,Clinic,7281,436,586
Jul,Latin America,Cardiology,Medicaid,Outpatient Center,7859,468,638
Jul,Latin America,Emergency Care,Commercial,Hospital,16984,479,786
Jul,Latin America,Emergency Care,Commercial,Clinic,14648,393,535
Jul,Latin America,Emergency Care,Commercial,Outpatient Center,15812,422,582
Jul,Latin America,Emergency Care,Medicare,Hospital,15992,493,903
Jul,Latin America,Emergency Care,Medicare,Clinic,13791,404,615
Jul,Latin America,Emergency Care,Medicare,Outpatient Center,14887,434,669
Jul,Latin America,Emergency Care,Medicaid,Hospital,16626,444,928
Jul,Latin America,Emergency Care,Medicaid,Clinic,14338,364,632
Jul,Latin America,Emergency Care,Medicaid,Outpatient Center,15476,391,688
Aug,North America,Telehealth,Commercial,Hospital,20691,569,675
Aug,North America,Telehealth,Commercial,Clinic,17855,467,460
Aug,North America,Telehealth,Commercial,Outpatient Center,19286,502,501
Aug,North America,Telehealth,Medicare,Hospital,19498,586,776
Aug,North America,Telehealth,Medicare,Clinic,16824,481,529
Aug,North America,Telehealth,Medicare,Outpatient Center,18171,517,575
Aug,North America,Telehealth,Medicaid,Hospital,20287,529,798
Aug,North America,Telehealth,Medicaid,Clinic,17504,434,543
Aug,North America,Telehealth,Medicaid,Outpatient Center,18904,467,591
Aug,North America,Imaging,Commercial,Hospital,12147,815,578
Aug,North America,Imaging,Commercial,Clinic,10481,668,394
Aug,North America,Imaging,Commercial,Outpatient Center,11319,718,428
Aug,North America,Imaging,Medicare,Hospital,11445,838,664
Aug,North America,Imaging,Medicare,Clinic,9874,688,452
Aug,North America,Imaging,Medicare,Outpatient Center,10664,739,492
Aug,North America,Imaging,Medicaid,Hospital,11906,757,682
Aug,North America,Imaging,Medicaid,Clinic,10272,621,465
Aug,North America,Imaging,Medicaid,Outpatient Center,11092,667,506
Aug,North America,Cardiology,Commercial,Hospital,11498,874,1129
Aug,North America,Cardiology,Commercial,Clinic,9920,716,769
Aug,North America,Cardiology,Commercial,Outpatient Center,10713,770,837
Aug,North America,Cardiology,Medicare,Hospital,10832,899,1297
Aug,North America,Cardiology,Medicare,Clinic,9345,737,883
Aug,North America,Cardiology,Medicare,Outpatient Center,10091,793,962
Aug,North America,Cardiology,Medicaid,Hospital,11267,811,1333
Aug,North America,Cardiology,Medicaid,Clinic,9720,665,908
Aug,North America,Cardiology,Medicaid,Outpatient Center,10495,715,988
Aug,North America,Emergency Care,Commercial,Hospital,22665,731,1217
Aug,North America,Emergency Care,Commercial,Clinic,19552,599,829
Aug,North America,Emergency Care,Commercial,Outpatient Center,21112,644,902
Aug,North America,Emergency Care,Medicare,Hospital,21349,752,1398
Aug,North America,Emergency Care,Medicare,Clinic,18416,617,952
Aug,North America,Emergency Care,Medicare,Outpatient Center,19884,663,1037
Aug,North America,Emergency Care,Medicaid,Hospital,22203,679,1437
Aug,North America,Emergency Care,Medicaid,Clinic,19152,557,979
Aug,North America,Emergency Care,Medicaid,Outpatient Center,20678,598,1066
Aug,Europe,Telehealth,Commercial,Hospital,18862,524,563
Aug,Europe,Telehealth,Commercial,Clinic,16274,430,383
Aug,Europe,Telehealth,Commercial,Outpatient Center,17576,462,417
Aug,Europe,Telehealth,Medicare,Hospital,17771,539,647
Aug,Europe,Telehealth,Medicare,Clinic,15332,442,440
Aug,Europe,Telehealth,Medicare,Outpatient Center,16558,476,479
Aug,Europe,Telehealth,Medicaid,Hospital,18487,487,665
Aug,Europe,Telehealth,Medicaid,Clinic,15949,399,453
Aug,Europe,Telehealth,Medicaid,Outpatient Center,17223,429,493
Aug,Europe,Imaging,Commercial,Hospital,11070,749,482
Aug,Europe,Imaging,Commercial,Clinic,9550,615,328
Aug,Europe,Imaging,Commercial,Outpatient Center,10313,661,357
Aug,Europe,Imaging,Medicare,Hospital,10428,771,553
Aug,Europe,Imaging,Medicare,Clinic,8996,633,377
Aug,Europe,Imaging,Medicare,Outpatient Center,9714,680,410
Aug,Europe,Imaging,Medicaid,Hospital,10847,696,569
Aug,Europe,Imaging,Medicaid,Clinic,9357,571,387
Aug,Europe,Imaging,Medicaid,Outpatient Center,10103,614,422
Aug,Europe,Cardiology,Commercial,Hospital,10476,804,941
Aug,Europe,Cardiology,Commercial,Clinic,9037,659,641
Aug,Europe,Cardiology,Commercial,Outpatient Center,9758,708,697
Aug,Europe,Cardiology,Medicare,Hospital,9867,827,1081
Aug,Europe,Cardiology,Medicare,Clinic,8512,678,736
Aug,Europe,Cardiology,Medicare,Outpatient Center,9190,729,801
Aug,Europe,Cardiology,Medicaid,Hospital,10262,746,1111
Aug,Europe,Cardiology,Medicaid,Clinic,8852,612,757
Aug,Europe,Cardiology,Medicaid,Outpatient Center,9557,658,824
Aug,Europe,Emergency Care,Commercial,Hospital,20644,672,1014
Aug,Europe,Emergency Care,Commercial,Clinic,17807,551,691
Aug,Europe,Emergency Care,Commercial,Outpatient Center,19226,593,752
Aug,Europe,Emergency Care,Medicare,Hospital,19442,692,1165
Aug,Europe,Emergency Care,Medicare,Clinic,16770,567,794
Aug,Europe,Emergency Care,Medicare,Outpatient Center,18105,610,864
Aug,Europe,Emergency Care,Medicaid,Hospital,20218,624,1198
Aug,Europe,Emergency Care,Medicaid,Clinic,17437,512,816
Aug,Europe,Emergency Care,Medicaid,Outpatient Center,18825,550,888
Aug,APAC,Telehealth,Commercial,Hospital,24045,488,624
Aug,APAC,Telehealth,Commercial,Clinic,20744,400,425
Aug,APAC,Telehealth,Commercial,Outpatient Center,22401,430,462
Aug,APAC,Telehealth,Medicare,Hospital,22651,502,716
Aug,APAC,Telehealth,Medicare,Clinic,19540,412,488
Aug,APAC,Telehealth,Medicare,Outpatient Center,21100,443,531
Aug,APAC,Telehealth,Medicaid,Hospital,23559,453,736
Aug,APAC,Telehealth,Medicaid,Clinic,20323,372,501
Aug,APAC,Telehealth,Medicaid,Outpatient Center,21944,400,546
Aug,APAC,Imaging,Commercial,Hospital,14108,698,533
Aug,APAC,Imaging,Commercial,Clinic,12170,572,363
Aug,APAC,Imaging,Commercial,Outpatient Center,13141,615,396
Aug,APAC,Imaging,Medicare,Hospital,13288,718,613
Aug,APAC,Imaging,Medicare,Clinic,11462,589,417
Aug,APAC,Imaging,Medicare,Outpatient Center,12376,633,454
Aug,APAC,Imaging,Medicaid,Hospital,13820,648,630
Aug,APAC,Imaging,Medicaid,Clinic,11920,531,429
Aug,APAC,Imaging,Medicaid,Outpatient Center,12869,571,467
Aug,APAC,Cardiology,Commercial,Hospital,13348,748,1042
Aug,APAC,Cardiology,Commercial,Clinic,11513,613,710
Aug,APAC,Cardiology,Commercial,Outpatient Center,12431,659,773
Aug,APAC,Cardiology,Medicare,Hospital,12571,770,1197
Aug,APAC,Cardiology,Medicare,Clinic,10842,631,815
Aug,APAC,Cardiology,Medicare,Outpatient Center,11705,678,888
Aug,APAC,Cardiology,Medicaid,Hospital,13072,694,1231
Aug,APAC,Cardiology,Medicaid,Clinic,11274,569,838
Aug,APAC,Cardiology,Medicaid,Outpatient Center,12171,612,912
Aug,APAC,Emergency Care,Commercial,Hospital,26297,626,1124
Aug,APAC,Emergency Care,Commercial,Clinic,22681,513,765
Aug,APAC,Emergency Care,Commercial,Outpatient Center,24485,551,833
Aug,APAC,Emergency Care,Medicare,Hospital,24762,644,1291
Aug,APAC,Emergency Care,Medicare,Clinic,21356,528,879
Aug,APAC,Emergency Care,Medicare,Outpatient Center,23054,567,957
Aug,APAC,Emergency Care,Medicaid,Hospital,25746,581,1327
Aug,APAC,Emergency Care,Medicaid,Clinic,22203,476,904
Aug,APAC,Emergency Care,Medicaid,Outpatient Center,23967,512,984
Aug,Latin America,Telehealth,Commercial,Hospital,15140,358,416
Aug,Latin America,Telehealth,Commercial,Clinic,13060,294,283
Aug,Latin America,Telehealth,Commercial,Outpatient Center,14102,316,308
Aug,Latin America,Telehealth,Medicare,Hospital,14260,368,478
Aug,Latin America,Telehealth,Medicare,Clinic,12300,302,325
Aug,Latin America,Telehealth,Medicare,Outpatient Center,13280,325,354
Aug,Latin America,Telehealth,Medicaid,Hospital,14830,332,491
Aug,Latin America,Telehealth,Medicaid,Clinic,12791,273,334
Aug,Latin America,Telehealth,Medicaid,Outpatient Center,13809,293,364
Aug,Latin America,Imaging,Commercial,Hospital,8881,512,356
Aug,Latin America,Imaging,Commercial,Clinic,7660,420,242
Aug,Latin America,Imaging,Commercial,Outpatient Center,8270,451,264
Aug,Latin America,Imaging,Medicare,Hospital,8364,527,409
Aug,Latin America,Imaging,Medicare,Clinic,7214,432,278
Aug,Latin America,Imaging,Medicare,Outpatient Center,7788,464,303
Aug,Latin America,Imaging,Medicaid,Hospital,8697,475,420
Aug,Latin America,Imaging,Medicaid,Clinic,7500,390,286
Aug,Latin America,Imaging,Medicaid,Outpatient Center,8097,419,311
Aug,Latin America,Cardiology,Commercial,Hospital,8400,549,695
Aug,Latin America,Cardiology,Commercial,Clinic,7245,450,473
Aug,Latin America,Cardiology,Commercial,Outpatient Center,7821,483,515
Aug,Latin America,Cardiology,Medicare,Hospital,7910,564,798
Aug,Latin America,Cardiology,Medicare,Clinic,6822,463,544
Aug,Latin America,Cardiology,Medicare,Outpatient Center,7364,497,592
Aug,Latin America,Cardiology,Medicaid,Hospital,8224,509,820
Aug,Latin America,Cardiology,Medicaid,Clinic,7092,417,559
Aug,Latin America,Cardiology,Medicaid,Outpatient Center,7655,448,608
Aug,Latin America,Emergency Care,Commercial,Hospital,16546,459,749
Aug,Latin America,Emergency Care,Commercial,Clinic,14269,376,510
Aug,Latin America,Emergency Care,Commercial,Outpatient Center,15403,404,555
Aug,Latin America,Emergency Care,Medicare,Hospital,15578,472,861
Aug,Latin America,Emergency Care,Medicare,Clinic,13434,387,586
Aug,Latin America,Emergency Care,Medicare,Outpatient Center,14500,416,638
Aug,Latin America,Emergency Care,Medicaid,Hospital,16194,426,884
Aug,Latin America,Emergency Care,Medicaid,Clinic,13964,349,602
Aug,Latin America,Emergency Care,Medicaid,Outpatient Center,15072,375,656
Sep,North America,Telehealth,Commercial,Hospital,19225,524,648
Sep,North America,Telehealth,Commercial,Clinic,16594,430,442
Sep,North America,Telehealth,Commercial,Outpatient Center,17928,463,481
Sep,North America,Telehealth,Medicare,Hospital,18123,540,745
Sep,North America,Telehealth,Medicare,Clinic,15642,443,507
Sep,North America,Telehealth,Medicare,Outpatient Center,16898,476,552
Sep,North America,Telehealth,Medicaid,Hospital,18863,488,766
Sep,North America,Telehealth,Medicaid,Clinic,16279,400,521
Sep,North America,Telehealth,Medicaid,Outpatient Center,17585,430,568
Sep,North America,Imaging,Commercial,Hospital,11293,751,555
Sep,North America,Imaging,Commercial,Clinic,9746,616,378
Sep,North America,Imaging,Commercial,Outpatient Center,10528,662,411
Sep,North America,Imaging,Medicare,Hospital,10643,773,637
Sep,North America,Imaging,Medicare,Clinic,9185,634,434
Sep,North America,Imaging,Medicare,Outpatient Center,9922,682,472
Sep,North America,Imaging,Medicaid,Hospital,11076,698,655
Sep,North America,Imaging,Medicaid,Clinic,9558,572,446
Sep,North America,Imaging,Medicaid,Outpatient Center,10324,616,486
Sep,North America,Cardiology,Commercial,Hospital,10695,805,1083
Sep,North America,Cardiology,Commercial,Clinic,9230,661,738
Sep,North America,Cardiology,Commercial,Outpatient Center,9969,711,803
Sep,North America,Cardiology,Medicare,Hospital,10079,829,1245
Sep,North America,Cardiology,Medicare,Clinic,8697,680,848
Sep,North America,Cardiology,Medicare,Outpatient Center,9394,731,923
Sep,North America,Cardiology,Medicaid,Hospital,10487,749,1279
Sep,North America,Cardiology,Medicaid,Clinic,9049,614,871
Sep,North America,Cardiology,Medicaid,Outpatient Center,9773,660,948
Sep,North America,Emergency Care,Commercial,Hospital,21093,674,1168
Sep,North America,Emergency Care,Commercial,Clinic,18200,553,795
Sep,North America,Emergency Care,Commercial,Outpatient Center,19657,595,866
Sep,North America,Emergency Care,Medicare,Hospital,19874,694,1342
Sep,North America,Emergency Care,Medicare,Clinic,17148,569,914
Sep,North America,Emergency Care,Medicare,Outpatient Center,18519,612,995
Sep,North America,Emergency Care,Medicaid,Hospital,20676,627,1379
Sep,North America,Emergency Care,Medicaid,Clinic,17839,514,939
Sep,North America,Emergency Care,Medicaid,Outpatient Center,19264,552,1023
Sep,Europe,Telehealth,Commercial,Hospital,17537,483,540
Sep,Europe,Telehealth,Commercial,Clinic,15135,396,368
Sep,Europe,Telehealth,Commercial,Outpatient Center,16349,426,401
Sep,Europe,Telehealth,Medicare,Hospital,16528,497,621
Sep,Europe,Telehealth,Medicare,Clinic,14264,408,423
Sep,Europe,Telehealth,Medicare,Outpatient Center,15407,439,460
Sep,Europe,Telehealth,Medicaid,Hospital,17200,449,638
Sep,Europe,Telehealth,Medicaid,Clinic,14842,368,434
Sep,Europe,Telehealth,Medicaid,Outpatient Center,16031,396,473
Sep,Europe,Imaging,Commercial,Hospital,10298,691,462
Sep,Europe,Imaging,Commercial,Clinic,8886,567,315
Sep,Europe,Imaging,Commercial,Outpatient Center,9598,610,343
Sep,Europe,Imaging,Medicare,Hospital,9704,711,531
Sep,Europe,Imaging,Medicare,Clinic,8373,584,362
Sep,Europe,Imaging,Medicare,Outpatient Center,9044,627,394
Sep,Europe,Imaging,Medicaid,Hospital,10097,642,546
Sep,Europe,Imaging,Medicaid,Clinic,8712,527,372
Sep,Europe,Imaging,Medicaid,Outpatient Center,9409,566,405
Sep,Europe,Cardiology,Commercial,Hospital,9750,741,903
Sep,Europe,Cardiology,Commercial,Clinic,8413,608,615
Sep,Europe,Cardiology,Commercial,Outpatient Center,9086,654,669
Sep,Europe,Cardiology,Medicare,Hospital,9187,763,1037
Sep,Europe,Cardiology,Medicare,Clinic,7926,626,706
Sep,Europe,Cardiology,Medicare,Outpatient Center,8560,673,769
Sep,Europe,Cardiology,Medicaid,Hospital,9557,689,1066
Sep,Europe,Cardiology,Medicaid,Clinic,8246,565,726
Sep,Europe,Cardiology,Medicaid,Outpatient Center,8904,607,790
Sep,Europe,Emergency Care,Commercial,Hospital,19224,621,973
Sep,Europe,Emergency Care,Commercial,Clinic,16586,509,663
Sep,Europe,Emergency Care,Commercial,Outpatient Center,17911,547,722
Sep,Europe,Emergency Care,Medicare,Hospital,18110,639,1118
Sep,Europe,Emergency Care,Medicare,Clinic,15624,524,762
Sep,Europe,Emergency Care,Medicare,Outpatient Center,16871,563,829
Sep,Europe,Emergency Care,Medicaid,Hospital,18838,576,1149
Sep,Europe,Emergency Care,Medicaid,Clinic,16251,473,783
Sep,Europe,Emergency Care,Medicaid,Outpatient Center,17547,508,852
Sep,APAC,Telehealth,Commercial,Hospital,22370,450,598
Sep,APAC,Telehealth,Commercial,Clinic,19304,369,408
Sep,APAC,Telehealth,Commercial,Outpatient Center,20850,397,444
Sep,APAC,Telehealth,Medicare,Hospital,21080,463,688
Sep,APAC,Telehealth,Medicare,Clinic,18189,380,468
Sep,APAC,Telehealth,Medicare,Outpatient Center,19645,409,510
Sep,APAC,Telehealth,Medicaid,Hospital,21932,418,707
Sep,APAC,Telehealth,Medicaid,Clinic,18924,343,481
Sep,APAC,Telehealth,Medicaid,Outpatient Center,20437,369,524
Sep,APAC,Imaging,Commercial,Hospital,13132,644,512
Sep,APAC,Imaging,Commercial,Clinic,11331,528,349
Sep,APAC,Imaging,Commercial,Outpatient Center,12237,568,380
Sep,APAC,Imaging,Medicare,Hospital,12373,663,588
Sep,APAC,Imaging,Medicare,Clinic,10675,544,401
Sep,APAC,Imaging,Medicare,Outpatient Center,11528,584,436
Sep,APAC,Imaging,Medicaid,Hospital,12871,598,605
Sep,APAC,Imaging,Medicaid,Clinic,11105,491,412
Sep,APAC,Imaging,Medicaid,Outpatient Center,11991,527,448
Sep,APAC,Cardiology,Commercial,Hospital,12431,691,1000
Sep,APAC,Cardiology,Commercial,Clinic,10725,566,681
Sep,APAC,Cardiology,Commercial,Outpatient Center,11581,609,741
Sep,APAC,Cardiology,Medicare,Hospital,11710,711,1149
Sep,APAC,Cardiology,Medicare,Clinic,10102,583,783
Sep,APAC,Cardiology,Medicare,Outpatient Center,10909,627,852
Sep,APAC,Cardiology,Medicaid,Hospital,12181,641,1181
Sep,APAC,Cardiology,Medicaid,Clinic,10508,526,804
Sep,APAC,Cardiology,Medicaid,Outpatient Center,11346,565,876
Sep,APAC,Emergency Care,Commercial,Hospital,24502,578,1078
Sep,APAC,Emergency Care,Commercial,Clinic,21137,474,734
Sep,APAC,Emergency Care,Commercial,Outpatient Center,22823,509,799
Sep,APAC,Emergency Care,Medicare,Hospital,23079,595,1239
Sep,APAC,Emergency Care,Medicare,Clinic,19908,488,844
Sep,APAC,Emergency Care,Medicare,Outpatient Center,21495,524,918
Sep,APAC,Emergency Care,Medicaid,Hospital,24002,537,1273
Sep,APAC,Emergency Care,Medicaid,Clinic,20704,440,867
Sep,APAC,Emergency Care,Medicaid,Outpatient Center,22353,473,944
Sep,Latin America,Telehealth,Commercial,Hospital,14094,330,399
Sep,Latin America,Telehealth,Commercial,Clinic,12160,271,272
Sep,Latin America,Telehealth,Commercial,Outpatient Center,13133,291,296
Sep,Latin America,Telehealth,Medicare,Hospital,13279,340,458
Sep,Latin America,Telehealth,Medicare,Clinic,11456,279,312
Sep,Latin America,Telehealth,Medicare,Outpatient Center,12372,300,340
Sep,Latin America,Telehealth,Medicaid,Hospital,13813,307,471
Sep,Latin America,Telehealth,Medicaid,Clinic,11917,252,321
Sep,Latin America,Telehealth,Medicaid,Outpatient Center,12869,271,349
Sep,Latin America,Imaging,Commercial,Hospital,8271,473,341
Sep,Latin America,Imaging,Commercial,Clinic,7136,388,232
Sep,Latin America,Imaging,Commercial,Outpatient Center,7706,417,253
Sep,Latin America,Imaging,Medicare,Hospital,7792,486,392
Sep,Latin America,Imaging,Medicare,Clinic,6722,399,267
Sep,Latin America,Imaging,Medicare,Outpatient Center,7258,429,291
Sep,Latin America,Imaging,Medicaid,Hospital,8105,439,403
Sep,Latin America,Imaging,Medicaid,Clinic,6991,360,275
Sep,Latin America,Imaging,Medicaid,Outpatient Center,7549,387,299
Sep,Latin America,Cardiology,Commercial,Hospital,7827,507,667
Sep,Latin America,Cardiology,Commercial,Clinic,6752,415,454
Sep,Latin America,Cardiology,Commercial,Outpatient Center,7291,447,494
Sep,Latin America,Cardiology,Medicare,Hospital,7373,521,766
Sep,Latin America,Cardiology,Medicare,Clinic,6360,428,522
Sep,Latin America,Cardiology,Medicare,Outpatient Center,6867,460,568
Sep,Latin America,Cardiology,Medicaid,Hospital,7668,470,787
Sep,Latin America,Cardiology,Medicaid,Clinic,6614,386,536
Sep,Latin America,Cardiology,Medicaid,Outpatient Center,7140,415,584
Sep,Latin America,Emergency Care,Commercial,Hospital,15424,424,719
Sep,Latin America,Emergency Care,Commercial,Clinic,13305,348,490
Sep,Latin America,Emergency Care,Commercial,Outpatient Center,14365,374,533
Sep,Latin America,Emergency Care,Medicare,Hospital,14526,436,826
Sep,Latin America,Emergency Care,Medicare,Clinic,12529,358,562
Sep,Latin America,Emergency Care,Medicare,Outpatient Center,13527,384,612
Sep,Latin America,Emergency Care,Medicaid,Hospital,15105,393,849
Sep,Latin America,Emergency Care,Medicaid,Clinic,13028,323,578
Sep,Latin America,Emergency Care,Medicaid,Outpatient Center,14064,347,629
Oct,North America,Telehealth,Commercial,Hospital,20590,561,690
Oct,North America,Telehealth,Commercial,Clinic,17770,460,470
